"genus"	"specific_epithet"	"name"	"type_host_species_name"	"host_family"	"mycorrhizae"	"photosynthesis"
"612"	"Plasmopara"	"petroselini"	"Plasmopara petroselini"	"Petroselinum sativum"	"Apiaceae"	"mycorrhizal"	"C3"
"613"	"Plasmopara"	"peucedani"	"Plasmopara peucedani"	"Peucedanum palustre"	"Apiaceae"	"mycorrhizal"	"C3"
"614"	"Plasmopara"	"phrymae"	"Plasmopara phrymae"	"Phryma leptistachya"	"Phrymaceae"	"mycorrhizal"	"C3"
"615"	"Plasmopara"	"pileae"	"Plasmopara pileae"	"Pilea viridissima"	"Urticaceae"	"mycorrhizal"	"C3"
"616"	"Plasmopara"	"pimpinellae"	"Plasmopara pimpinellae"	"Pimpinella saxifraga"	"Apiaceae"	"mycorrhizal"	"C3"
"617"	"Plasmopara"	"pimpinellae var. maioris"	"Plasmopara pimpinellae var. maioris"	"Pimpinella major"	"Apiaceae"	"mycorrhizal"	"C3"
"618"	"Plasmopara"	"plantaginicola"	"Plasmopara plantaginicola"	"Plantago major"	"Plantaginaceae"	"mycorrhizal"	"C3"
"619"	"Plasmopara"	"plectranthi"	"Plasmopara plectranthi"	"Isodon amethystoides"	"Lamiaceae"	"mycorrhizal"	"C3"
"620"	"Plasmopara"	"podagrariae"	"Plasmopara podagrariae"	"Aegopodium podagraria"	"Apiaceae"	"mycorrhizal"	"C3"
"621"	"Plasmopara"	"portoricensis"	"Plasmopara portoricensis"	"Melia azedarach"	"Meliaceae"	"mycorrhizal"	"C3"
"622"	"Plasmopara"	"praetermissa"	"Plasmopara praetermissa"	"Geranium sylvaticum"	"Geraniaceae"	"mycorrhizal"	"C3"
"623"	"Plasmopara"	"pusilla"	"Plasmopara pusilla"	"Geranium pratense"	"Geraniaceae"	"mycorrhizal"	"C3"
"624"	"Plasmopara"	"pyrethri"	"Plasmopara pyrethri"	"Pyrethrum corymbosum"	"Asteraceae"	"mycorrhizal"	"C3"
"625"	"Plasmopara"	"ribicola"	"Plasmopara ribicola"	"Ribes rubrum"	"Grossulariaceae"	"mycorrhizal"	"C3"
"626"	"Plasmopara"	"sambucinae"	"Plasmopara sambucinae"	"Sambucus miquelii"	"Adoxaceae"	"mycorrhizal"	"C3"
"627"	"Plasmopara"	"sanguisorbae"	"Plasmopara sanguisorbae"	"Sanguisorba officinalis"	"Rosaceae"	"mycorrhizal"	"C3"
"628"	"Plasmopara"	"saniculae"	"Plasmopara saniculae"	"Sanicula europaea"	"Apiaceae"	"mycorrhizal"	"C3"
"629"	"Plasmopara"	"satarensis"	"Plasmopara satarensis"	"Triumfetta rhomboidea"	"Malvaceae"	"mycorrhizal"	"C3"
"630"	"Plasmopara"	"saturejae"	"Plasmopara saturejae"	"Clinopodium gracile"	"Lamiaceae"	"mycorrhizal"	"C3"
"631"	"Plasmopara"	"saussureae"	"Plasmopara saussureae"	"Saussurea alpina"	"Asteraceae"	"mycorrhizal"	"C3"
"632"	"Plasmopara"	"selini"	"Plasmopara selini"	"Selinum carvifolia"	"Apiaceae"	"mycorrhizal"	"C3"
"633"	"Plasmopara"	"sigesbeckiae"	"Plasmopara sigesbeckiae"	"Sigesbeckia sp"	"Asteraceae"	"mycorrhizal"	"C3"
"634"	"Plasmopara"	"sii"	"Plasmopara sii"	"Sium latifolium"	"Apiaceae"	"mycorrhizal"	"C3"
"635"	"Plasmopara"	"silai"	"Plasmopara silai"	"Silaus pratensis"	"Apiaceae"	"mycorrhizal"	"C3"
"636"	"Plasmopara"	"skvortzovii"	"Plasmopara skvortzovii"	"Abutilon avicennae"	"Malvaceae"	"mycorrhizal"	"C3"
"637"	"Plasmopara"	"smyrnii"	"Plasmopara smyrnii"	"Smyrnium perfoliatum"	"Apiaceae"	"mycorrhizal"	"C3"
"638"	"Plasmopara"	"solidaginis"	"Plasmopara solidaginis"	"Solidago virga-aurea"	"Asteraceae"	"mycorrhizal"	"C3"
"639"	"Plasmopara"	"sphagneticolae"	"Plasmopara sphagneticolae"	"Sphagneticola trilobata"	"Asteraceae"	"mycorrhizal"	"C3"
"640"	"Plasmopara"	"spilanthicola"	"Plasmopara spilanthicola"	"Spilanthes americana"	"Asteraceae"	"mycorrhizal"	"C3"
"641"	"Plasmopara"	"triumfettae"	"Plasmopara triumfettae"	"Triumfetta sp"	"Malvaceae"	"mycorrhizal"	"C3"
"642"	"Plasmopara"	"velutina"	"Plasmopara velutina"	"Impatiens balsamina"	"Balsaminaceae"	"mycorrhizal"	"C3"
"643"	"Plasmopara"	"vernoniae-chinensis"	"Plasmopara vernoniae-chinensis"	"Blumea chinensis"	"Asteraceae"	"mycorrhizal"	"C3"
"644"	"Plasmopara"	"viburni"	"Plasmopara viburni"	"Viburnum dentatum"	"Adoxaceae"	"mycorrhizal"	"C3"
"645"	"Plasmopara"	"vincetoxici"	"Plasmopara vincetoxici"	"Vincetoxicum sp"	"Apocynaceae"	"mycorrhizal"	"C3"
"646"	"Plasmopara"	"viticola"	"Plasmopara viticola"	"Vitis aestivalis"	"Vitaceae"	"mycorrhizal"	"C3"
"647"	"Plasmopara"	"wartenweileri"	"Plasmopara wartenweileri"	"Anemone canadensis"	"Ranunculaceae"	"mycorrhizal"	"C3"
"648"	"Plasmopara"	"wildemaniana"	"Plasmopara wildemaniana"	"Justicia sp"	"Acanthaceae"	"mycorrhizal"	"C3"
"649"	"Plasmopara"	"wilsonii"	"Plasmopara wilsonii"	"Geranium carolinianum"	"Geraniaceae"	"mycorrhizal"	"C3"
"650"	"Plasmopara"	"yunnanensis"	"Plasmopara yunnanensis"	"Galinsoga parviflora"	"Asteraceae"	"mycorrhizal"	"C3"
